6,35,0,0,0,0
81,109,1,2,0,0
61,43,0,0,0,0
34,27,0,0,0,0
118,178,0,0,0,0
15,267,0,0,0,0
65,86,0,0,0,5
177,179,1,0,13,0
47,45,0,0,1,0
35,77,0,0,1,0
231,517,13,6,13,0
22,46,0,0,13,0
239,466,3,0,14,0
87,236,7,0,0,0
52,161,8,1,6,2
13,29,1,0,0,0
1177,37,42,0,64,0
65,49,0,0,0,0
5,15,0,0,4,0
66,101,4,5,45,10
2,1,0,0,0,0
148,188,3,0,0,0
35,14,3,0,6,0
181,220,10,0,8,0
20,18,1,0,24,0
299,487,146,35,69,5
128,221,26,7,12,1
221,111,0,0,14,0
52,156,5,5,31,1
6,13,0,0,2,0
10,53,3,0,9,0
15,31,0,0,1,0
54,40,4,0,33,0
101,104,4,0,39,0
2,1,0,0,6,0
64,48,0,0,1,0
341,472,6,0,22,0
58,44,0,0,1,0
15,24,0,0,18,0
235,357,10,0,56,7
168,170,3,0,11,0
1,6,0,0,0,0
155,146,6,0,2,0
57,82,0,0,0,0
23,24,0,0,1,0
21,7,3,0,2,24
305,266,5,6,344,1
1,0,0,0,0,0
285,185,0,0,0,0
121,143,9,4,0,0
101,245,1,0,0,0
43,22,38,57,0,0
15,27,35,25,4,0
8,7,4,1,0,0
19,30,2,8,1,0
46,207,1,0,2,0
108,93,0,0,0,0
113,168,0,0,3,7
669,619,2,0,9,0
481,673,1,0,5,2
44,75,3,0,6,25
582,392,14,0,126,0
123,79,0,0,0,0
206,120,2,0,2,0
21,48,9,0,0,0
135,70,0,0,0,0
214,250,1,0,0,0
258,60,0,0,0,0
4,7,0,0,0,0
142,308,2,0,84,0
4,16,0,0,1,0
166,256,0,0,7,0
63,0,0,0,1,0
94,95,0,0,0,0
19,60,3,4,1,0
71,206,5,0,16,0
138,139,2,3,16,20
52,57,0,0,15,0
58,55,0,0,3,1
288,358,8,0,33,0
48,102,18,0,0,0
11,8,0,0,0,0
12,5,0,0,0,0
8,22,0,0,0,0
201,252,42,4,22,1
104,72,2,0,1,0
60,56,0,0,0,0
113,39,12,60,1,0
17,26,0,0,1,0
23,34,0,0,0,0
64,76,0,0,0,0
57,32,1,0,0,0
13,2,2,0,0,0
329,655,184,84,87,17
7,3,0,0,0,0
4,9,1,1,0,0
498,288,0,0,0,0
132,256,91,0,1,0
213,117,20,2,0,0
14,23,9,6,2,0
111,194,3,4,0,2
153,234,17,23,0,0
138,132,11,7,0,0
231,76,4,0,1,0
128,232,3,0,8,0
21,58,11,0,0,0
44,28,0,57,0,0
55,116,2,1,0,0
650,898,114,71,38,0
325,222,0,0,0,0
75,131,3,1,1,0
33,37,0,0,0,0
27,76,0,1,2,0
0,0,0,0,1,0
30,56,0,0,0,0
40,18,0,0,0,0
71,138,0,0,15,0
125,308,2,0,39,0
69,121,0,0,17,13
303,290,7,12,0,0
24,16,2,0,0,0
27,5,1,18,4,0
12,28,0,0,2,0
206,166,15,0,28,26
70,59,1,0,0,0
34,49,4,0,1,0
21,37,6,0,0,0
692,887,86,30,64,6
7,15,0,0,9,0
136,172,2,4,3,0
27,19,45,132,0,1
2,14,0,1,4,0
23,33,0,0,0,0
43,93,4,6,3,0
0,1,0,0,0,0
10,17,0,44,0,0
133,294,181,224,140,69
324,336,48,6,4,0
0,1,0,0,0,0
50,80,2,0,0,0
5,8,0,0,2,0
38,8,8,14,14,2
125,127,0,0,0,0
6,11,0,0,0,0
9,20,10,13,0,0
53,188,5,2,1,0
0,7,0,0,0,0
9,12,2,0,82,0
19,83,0,5,0,0
31,49,37,0,4,0
14,30,8,4,0,0
322,414,11,2,5,2
244,124,24,18,109,70
12,48,0,0,0,0
0,6,0,0,0,0
10,0,5,5,0,0
190,97,13,2,5,0
3,26,0,0,0,1
3,8,0,0,7,2
237,196,3,3,35,34
9,12,4,5,1,0
8,23,0,0,2,0
28,58,2,2,10,0
167,165,1,4,0,0
0,2,2,1,0,0
13,10,53,1,23,0
113,210,0,0,0,0
8,13,0,2,4,0
8,17,7,0,2,0
91,73,3,1,0,0
0,8,0,0,0,0
19,37,0,0,16,0
105,69,0,0,0,0
72,52,0,0,24,0
8,32,0,0,0,0
2,6,0,0,6,0
15,28,0,1,5,1
121,138,13,0,2,0
1,1,0,0,0,0
18,22,1,0,0,0
66,82,1,0,0,0
88,99,1,0,2,0
7,3,17,2,47,13
18,8,0,0,1,0
72,96,0,0,13,0
0,0,0,0,7,4
0,0,0,0,0,0
259,179,8,0,0,0
12,24,2,0,0,0
83,105,0,2,0,0
1,2,0,0,0,0
265,136,1,0,0,0
9,38,9,0,6,0
28,75,66,93,41,57
1,0,0,0,0,0
196,143,36,12,19,1
2,3,0,0,0,0
6,1,0,7,0,0
2,9,5,5,0,0
4,1,0,0,1,0
12,17,1,1,0,0
2,1,0,0,1,0
2,13,1,0,1,0
179,198,1,0,2,0
34,71,0,0,6,0
179,77,5,0,0,0
26,41,18,0,0,0
1,0,0,0,0,0
682,487,0,0,0,0
26,43,0,0,20,48
1,0,0,0,0,0
38,28,2,0,2,0
17,4,0,0,0,0
8,7,25,50,4,1
27,10,0,0,59,0
5,5,0,2,0,0
17,12,1,1,24,0
33,40,0,0,19,0
96,113,0,0,2,0
109,99,0,0,24,0
16,11,0,0,0,0
51,85,0,2,35,40
0,3,0,2,0,3
145,165,18,18,3,10
26,24,0,0,6,0
160,111,97,78,17,17
3,7,9,4,0,0
7,39,0,0,12,0
142,136,0,0,2,0
61,95,0,0,0,0
52,40,1,1,18,0
35,29,2,1,50,11
19,24,0,0,8,6
0,2,0,0,0,0
8,19,68,87,20,18
8,21,0,0,2,3
2,0,0,0,0,0
0,8,0,0,0,0
339,490,46,8,49,2
45,90,0,0,24,0
390,251,18,15,12,5
7,1,0,0,0,0
42,59,0,0,0,0
126,83,0,0,0,0
16,43,6,0,0,0
128,173,17,0,7,0
13,25,7,8,0,0
59,54,1,0,16,0
126,170,0,0,0,0
102,139,2,0,0,0
352,528,13,8,2,0
19,82,31,0,2,0
231,220,12,11,20,0
78,156,2,0,20,0
0,0,0,0,0,0
0,3,0,0,0,0
78,74,1,0,19,10
37,21,0,0,0,0
1,15,0,0,1,0
22,20,0,0,0,0
5,11,0,0,2,0
109,186,1,0,27,0
5,15,14,0,0,0
69,72,0,0,7,0
0,13,1,1,4,0
1,0,0,0,0,0
3,23,0,20,55,0
301,181,40,0,9,0
3,49,0,0,0,0
2,3,0,0,1,0
5,7,1,0,10,0
10,10,5,0,3,2
12,39,1,3,23,0
22,12,3,0,1,0
7,19,0,0,6,0
466,615,55,0,379,0
113,65,0,0,76,0
99,62,9,0,54,0
42,49,7,0,22,3
1,3,0,0,0,0
0,35,0,0,0,2
88,271,1,0,52,1
46,41,5,0,0,0
0,0,0,4,2,0
4,0,0,0,1,0
3,8,0,0,9,0
15,15,0,0,0,0
60,154,0,0,5,1
9,30,47,0,37,0
9,21,2,3,0,0
0,0,0,0,7,0
8,10,0,0,0,0
123,139,0,0,7,0
2,2,0,0,1,0
5,20,0,0,0,0
19,20,0,0,5,0
4,10,0,0,9,0
31,39,0,0,0,0
24,16,0,0,0,0
44,39,0,0,0,0
9,9,0,0,22,0
21,38,2,0,27,0
10,14,0,0,9,0
74,74,0,0,1,0
5,4,0,0,0,0
12,18,0,0,0,0
36,63,0,1,0,0
146,113,1,0,0,0
0,2,0,1,0,3
10,31,0,0,1,0
210,118,0,0,0,0
28,23,0,0,0,0
2,5,15,0,0,0
12,11,63,78,3,3
13,28,6,1,0,0
3,2,2,0,0,0
0,4,0,0,5,0
6,3,0,0,0,0
5,35,0,0,1,0
0,1,0,0,0,0
9,1,0,0,0,0
426,339,1,0,6,0
31,50,0,0,0,0
6,0,7,2,9,1
7,2,0,0,0,0
53,71,0,0,15,0
63,64,21,0,1,0
205,278,0,0,3,0
18,36,0,0,0,0
42,8,1,0,0,0
1,3,0,0,0,0
6,15,0,0,0,0
44,72,5,0,0,0
0,1,0,0,0,0
4,9,44,0,6,0
19,73,17,0,0,0
74,139,2,1,21,6
193,190,193,100,168,65
74,75,1,0,19,0
45,56,0,0,31,3
12,3,0,0,4,0
12,9,1,0,1,0
68,38,2,0,2,0
123,149,8,0,2,0
70,110,1,0,0,0
0,3,0,0,0,0
0,5,0,0,7,0
52,77,0,0,1,0
210,211,31,0,0,0
64,98,71,0,0,0
5,11,3,13,0,0
43,52,0,0,0,0
7,0,0,0,0,0
11,15,0,0,0,0
34,62,18,14,13,4
189,256,16,0,0,0
177,109,0,0,0,0
85,329,5,0,1,0
59,12,1,0,0,0
18,4,3,0,4,1
21,142,10,0,96,0
5,0,0,0,0,0
322,242,0,0,1,0
5,9,2,0,0,0
46,28,3,0,0,0
5,6,0,0,0,0
6,52,2,0,0,0
4,15,0,0,0,0
11,17,0,0,0,0
27,30,0,0,71,0
3,30,0,0,21,0
15,1,0,0,0,0
12,5,0,0,18,0
0,11,0,0,42,0
11,14,0,0,7,15
23,56,0,0,6,0
1,0,0,0,0,0
130,117,0,4,0,2
7,9,41,12,1,1
20,32,0,0,0,0
16,22,7,7,0,0
26,60,0,0,25,0
33,69,4,0,3,0
26,60,2,0,0,0
1,1,0,0,0,0
23,52,5,0,1,0
55,158,3,1,40,0
54,40,0,0,8,0
104,135,0,0,1,0
152,207,1,0,19,0
188,194,18,0,27,0
0,1,0,0,0,0
17,21,28,74,9,0
201,231,4,0,0,0
33,32,5,5,0,3
122,117,6,0,2,0
22,120,0,0,4,0
70,78,0,2,0,0
56,40,63,42,0,3
164,193,19,2,12,0
263,351,0,0,78,14
0,1,0,0,0,0
115,92,0,1,44,18
40,47,3,1,0,0
153,118,0,0,0,0
29,30,0,0,0,1
162,70,0,0,5,0
15,24,10,5,0,0
15,51,1,0,0,0
65,109,15,3,25,0
4,46,1,0,0,0
1,0,0,0,0,0
20,31,0,0,4,4
1,7,0,0,0,0
191,180,4,0,7,0
87,146,43,0,3,0
26,19,1,0,0,0
52,97,9,4,1,0
12,8,1,9,0,0
11,6,0,0,0,0
42,110,4,2,0,0
128,152,0,0,0,0
41,62,0,0,0,0
65,75,0,0,0,0
16,57,0,0,0,0
83,64,0,0,0,0
1,2,0,0,0,0
26,58,2,0,43,0
16,31,0,0,0,0
585,596,6,0,8,0
172,109,13,0,1,0
0,8,0,0,0,0
29,28,0,0,2,0
17,52,0,0,0,0
52,200,0,1,1,14
17,20,0,0,0,0
19,7,40,9,61,3
1,0,0,0,0,0
65,48,1,2,1,4
8,1,0,0,0,0
22,72,0,0,0,0
87,96,4,0,1,0
3,3,0,0,0,0
14,15,0,0,0,0
926,971,61,9,27,0
11,16,0,6,21,0
59,46,7,0,2,0
21,0,0,0,0,0
58,49,0,0,0,0
17,2,41,38,9,0
60,19,0,0,0,0
40,57,0,0,0,0
212,279,12,11,82,1
11,25,5,4,84,36
5,8,0,1,0,0
13,17,0,0,0,0
317,208,1,0,1,0
72,91,0,0,0,0
30,48,16,7,0,0
92,93,1,0,7,0
89,84,0,1,2,0
4,0,0,0,0,0
64,93,0,3,0,0
105,102,4,1,15,0
84,95,0,0,0,0
26,56,0,0,1,0
61,95,24,0,0,0
0,18,0,0,0,0
26,52,0,0,1,0
45,80,0,0,0,0
30,42,4,0,14,0
29,21,0,0,10,0
229,435,9,0,8,0
79,74,3,0,0,0
20,93,0,0,1,0
0,0,0,0,0,0
13,3,0,0,1,0
30,16,8,36,0,0
60,167,23,43,1,4
136,68,9,18,14,1
6,15,0,0,0,0
29,51,3,3,0,2
66,50,0,0,46,11
166,109,1,0,0,0
3,4,0,0,41,0
69,18,0,0,0,0
606,933,84,86,62,17
215,248,8,1,6,0
7,57,0,0,15,0
66,93,0,0,1,0
285,257,26,10,8,0
5,33,28,26,0,0
279,588,29,1,0,0
43,41,0,0,0,0
23,49,1,16,0,0
28,44,17,18,0,0
9,30,0,0,0,0
105,89,0,0,0,0
26,6,0,0,0,0
31,85,4,0,0,0
134,298,11,0,5,0
124,105,18,0,3,0
12,9,1,1,113,35
350,368,4,5,24,0
10,23,0,0,1,0
237,350,8,0,8,0
80,71,1,3,62,78
104,146,34,0,8,0
20,47,0,0,10,0
16,51,2,0,0,0
37,108,0,0,3,0
1,10,0,0,0,0
48,46,0,0,0,0
444,429,9,5,10,0
135,206,1,3,25,0
58,95,1,1,0,0
1,0,0,0,0,0
1,0,0,0,0,0
51,33,0,0,0,0
232,15,3,0,68,0
6,5,0,0,0,0
42,79,0,0,0,0
64,69,304,206,57,70
498,626,10,0,17,0
23,46,14,25,0,1
41,117,0,1,1,0
12,12,3,0,8,0
6,13,0,0,0,0
3,5,0,0,1,0
217,160,236,276,119,107
175,287,6,1,0,0
132,174,23,4,2,0
87,212,39,9,0,0
79,155,3,1,14,0
262,414,192,114,39,6
40,74,12,9,5,0
3,22,0,0,3,0
2,0,0,0,5,0
11,55,1,2,0,28
131,78,2,1,0,0
156,17,4,0,2,0
0,7,0,0,1,0
80,10,8,0,3,0
55,37,65,68,9,11
13,5,7,2,0,0
41,46,1,0,0,0
457,496,45,0,57,0
10,8,197,0,8,0
289,301,76,40,7,0
44,10,0,0,6,0
146,191,0,0,0,0
34,26,1,0,11,0
148,315,22,12,69,0
165,199,9,3,0,0
575,370,1,0,62,29
15,72,0,0,0,0
11,10,0,1,50,35
22,137,9,4,0,0
58,121,4,5,0,0
66,23,0,0,14,0
37,137,15,0,4,0
974,308,33,2,68,0
10,24,4,0,0,0
21,52,0,0,0,0
28,70,0,0,11,0
111,116,0,0,0,0
57,58,0,0,2,0
8,4,0,0,1,0
11,22,0,0,5,2
267,471,38,0,155,1
17,43,0,0,0,0
18,22,0,0,7,14
51,65,5,0,18,7
447,266,13,2,35,0
245,206,2,2,15,0
11,11,3,4,0,0
248,403,6,0,0,0
49,46,0,0,2,0
15,13,0,0,3,0
3,10,5,4,0,0
77,66,0,0,2,0
84,42,11,19,81,28
34,132,0,0,9,1
42,96,30,0,18,0
4,3,0,0,3,0
13,88,0,0,0,0
74,161,0,0,21,0
398,545,18,20,39,4
36,58,0,0,1,0
85,16,0,0,1,0
1,0,0,0,1,0
23,33,0,0,15,5
3,19,0,0,4,0
28,13,2,6,37,42
381,101,9,0,8,0
57,81,4,0,9,0
25,24,0,0,1,0
12,122,9,5,9,8
5,0,0,0,0,0
33,20,2,0,4,0
27,5,3,15,0,0
112,161,9,20,3,0
36,71,0,0,15,0
265,375,0,0,54,77
3,76,0,0,0,0
5,10,0,0,1,0
13,14,3,0,0,0
0,0,0,0,3,0
4,30,0,0,20,0
27,21,7,4,15,14
13,5,0,0,2,0
29,104,0,0,1,0
366,419,3,0,31,0
663,737,0,0,2,0
632,583,0,0,0,0
6,8,0,0,0,0
3,8,0,0,1,0
13,9,0,0,6,0
5,6,0,0,1,0
0,1,0,0,0,0
264,178,0,0,0,0
58,82,0,0,1,0
1,0,0,0,0,0
118,32,0,0,5,0
9,2,0,0,0,0
104,101,0,0,102,0
49,110,11,2,17,0
227,257,152,15,121,3
2,1,1,2,19,10
41,47,6,0,82,0
154,168,2,4,0,0
18,17,0,0,12,3
15,31,0,0,7,0
23,10,3,0,4,0
28,28,10,5,0,0
8,11,0,0,0,0
11,37,0,0,0,0
7,16,1,0,0,0
97,89,0,0,0,0
34,28,0,4,0,1
0,2,5,0,4,0
70,83,4,0,0,0
4,50,2,0,1,0
87,154,12,4,2,0
72,57,2,0,0,0
2,0,0,0,13,27
81,47,0,0,0,0
99,70,1,0,2,0
85,124,7,0,2,0
55,50,0,0,0,0
66,161,0,0,0,0
1154,939,159,52,32,5
6,225,10,7,157,0
14,16,0,0,3,0
5,6,1,0,0,0
26,32,0,0,0,0
243,279,0,0,2,0
17,91,0,0,0,0
9,21,0,0,0,0
3,0,0,0,0,0
5,32,4,10,0,0
5,41,0,0,2,1
28,39,11,0,0,0
53,94,0,0,0,0
5,3,0,0,0,0
5,1,0,0,0,0
72,95,4,0,1,0
40,40,0,0,0,0
16,49,0,0,0,0
58,35,0,0,0,0
65,12,2,0,11,0
9,11,20,13,0,0
54,86,3,0,0,0
43,67,0,0,3,0
127,43,0,0,0,0
144,66,0,0,0,0
332,325,0,0,0,0
5,8,0,0,0,0
56,95,4,2,10,0
71,7,1,0,16,0
65,61,3,0,9,0
216,296,2,0,34,0
53,60,2,0,0,0
118,95,2,2,7,0
22,8,0,0,1,0
11,22,0,0,1,0
34,46,15,19,26,8
26,69,0,0,23,82
10,3,0,0,3,3
88,42,1,0,3,2
488,182,36,0,37,0
53,58,0,0,26,0
0,1,0,0,0,0
8,17,0,0,0,0
185,207,0,0,0,0
53,89,4,0,37,0
30,69,0,0,27,0
24,86,0,0,45,0
460,147,2,3,2,0
22,61,1,0,0,0
23,35,0,0,0,0
99,105,0,0,9,0
7,16,0,0,1,0
25,116,13,22,36,8
15,14,1,0,4,0
10,43,1,0,0,0
10,10,0,0,32,6
579,675,21,6,27,0
9,36,0,0,6,0
0,36,0,0,0,0
77,67,0,0,5,0
351,337,9,1,170,0
98,239,0,0,1,0
232,452,4,0,1,0
200,249,2,5,14,0
20,16,0,0,3,0
4,8,3,0,0,0
64,74,8,0,4,0
59,24,0,0,0,0
158,133,11,0,22,0
11,19,0,0,0,0
12,56,32,5,1,1
10,23,1,0,28,0
607,306,42,0,62,0
53,42,6,0,16,0
160,304,8,0,94,0
1,0,0,0,0,0
19,42,0,0,28,4
19,17,0,3,35,22
22,6,0,0,9,0
155,40,0,0,0,0
6,3,0,0,16,0
121,192,5,0,59,0
30,48,0,0,27,0
136,157,75,82,126,37
176,186,3,0,29,0
12,3,1,0,1,0
849,1012,51,5,631,2
201,129,68,2,1,0
229,171,4,0,51,0
164,1,40,192,6,0
172,515,0,0,3,0
89,206,0,0,1,0
530,524,16,0,98,0
117,273,4,0,1,0
48,66,2,0,28,0
7,18,0,0,1,0
33,154,0,0,0,0
24,10,1,0,0,0
18,27,0,0,0,0
75,110,0,0,0,1
16,61,0,0,0,0
14,51,2,2,19,5
19,68,1,0,0,0
17,24,0,0,0,0
63,101,0,1,21,0
116,175,16,16,9,6
430,283,12,0,28,0
19,51,12,6,4,0
177,2,0,0,339,9
8,37,0,0,0,2
48,55,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
3,15,6,0,5,2
75,195,10,12,2,0
9,19,1,0,8,19
31,59,0,0,3,3
96,80,1,0,0,0
191,483,4,0,186,0
1,2,0,0,3,0
0,46,0,0,0,0
370,299,186,173,0,0
0,0,0,0,0,1
0,1,0,1,0,0
23,57,0,0,0,0
69,35,60,43,11,3
18,31,0,0,18,5
20,36,0,0,0,0
244,206,14,9,0,0
184,192,31,4,0,0
92,165,0,0,2,0
1,8,10,0,1,0
72,127,10,3,24,4
31,18,42,28,0,0
102,157,9,9,0,0
234,172,3,0,0,0
426,604,116,0,2,0
2,10,0,0,0,0
9,9,7,8,1,0
145,355,0,0,23,0
175,140,0,0,12,0
157,108,8,0,0,0
140,203,1,2,2,0
1,11,0,0,21,0
157,67,5,4,0,0
19,26,27,11,1,0
49,56,0,0,2,0
557,1023,150,7,113,5
18,32,5,1,3,7
10,7,3,0,0,0
21,21,0,0,0,0
61,104,0,0,0,0
13,30,13,0,0,0
276,386,0,0,1,0
16,71,17,8,28,42
26,67,23,17,5,0
300,533,27,9,80,57
60,80,0,0,0,0
51,10,4,0,3,0
6,29,0,0,0,0
162,149,1,0,6,3
33,81,0,0,1,0
150,234,2,5,0,0
313,196,1,0,163,0
2,3,0,0,0,0
136,200,4,0,4,0
241,386,183,6,91,0
0,0,0,0,1,0
103,436,66,0,312,0
259,204,20,0,11,0
1,0,0,0,0,0
26,79,0,0,0,0
363,531,0,0,5,0
3,59,0,0,1,0
0,0,0,0,1,0
22,36,0,0,12,13
12,17,0,0,0,0
39,97,0,1,0,0
74,152,101,14,1,0
455,672,5,9,5,0
4,1,2,0,0,0
2,3,0,0,0,0
69,69,68,55,7,0
151,494,30,44,24,8
32,67,11,0,2,0
5,1,2,0,10,0
3,10,0,0,8,1
40,86,0,0,5,0
53,10,0,0,0,0
111,173,0,0,3,0
60,76,5,0,19,0
18,37,0,0,123,103
37,26,9,3,7,0
14,68,54,4,1,0
0,2,1,0,1,0
88,101,9,0,3,0
22,20,2,0,2,0
77,185,2,0,3,0
13,17,0,0,17,0
27,47,0,0,9,0
640,758,47,10,49,0
21,31,0,0,0,0
0,10,0,0,2,0
2,3,0,0,0,0
59,91,0,0,13,8
210,43,0,0,0,0
4,37,0,0,0,0
3,37,2,1,0,0
35,40,0,0,0,0
15,25,0,0,31,7
7,75,0,0,11,0
55,66,0,0,12,24
2,12,0,0,3,2
13,273,0,12,0,4
251,503,34,0,271,0
82,129,2,4,15,10
12,22,0,0,3,0
110,145,1,0,16,0
20,36,0,0,1,0
27,41,0,0,53,0
135,231,7,2,0,0
269,351,10,0,5,0
502,701,62,29,9,1
141,131,74,0,5,0
1,10,0,0,1,0
171,165,2,0,4,0
31,19,0,0,0,0
1,0,0,0,0,0
29,65,0,0,0,0
1,0,0,0,0,0
2,60,0,0,0,0
63,44,5,0,0,0
2,0,0,0,0,0
425,823,62,45,111,15
63,114,1,0,1,0
225,577,19,1,194,0
29,57,0,0,6,0
204,175,19,0,13,0
5,42,0,0,2,3
19,11,0,0,0,0
12,61,0,0,11,0
99,66,11,0,7,0
98,207,73,26,29,7
14,193,0,36,0,0
358,507,3,0,155,0
23,18,0,0,0,0
0,6,0,0,9,0
13,3,0,0,9,34
5,8,1,0,9,1
0,5,0,0,0,0
16,28,0,0,0,0
0,5,0,0,0,0
46,56,0,0,0,0
129,111,2,0,2,0
79,241,59,111,0,0
38,49,20,12,0,2
70,105,2,0,13,0
53,37,0,0,2,2
1,11,0,0,12,0
0,15,0,0,11,0
5,27,4,0,16,0
52,41,1,1,5,0
72,106,19,0,0,0
40,121,3,0,18,0
107,74,5,0,2,0
115,263,0,0,0,0
353,378,0,0,0,0
259,254,0,0,18,0
0,34,0,0,1,0
22,74,0,0,0,0
114,173,0,0,0,0
903,633,0,0,0,0
21,53,5,0,3,0
15,27,2,0,20,2
133,56,3,0,0,0
37,86,0,0,0,0
72,29,0,0,6,0
132,179,1,0,0,0
99,133,0,0,0,0
32,71,0,0,0,0
6,4,0,0,26,0
136,191,3,3,1,0
22,15,0,0,0,0
100,110,3,1,0,0
1,0,0,0,1,0
39,93,2,0,0,0
6,1,0,0,0,0
85,48,3,0,1,0
21,31,0,0,0,0
26,12,0,0,0,0
35,80,0,0,4,10
51,78,49,0,10,11
42,84,5,0,63,0
58,43,0,0,1,0
59,166,0,0,2,0
168,117,7,12,72,40
114,18,2,0,1,0
159,231,8,0,14,0
868,1033,17,9,9,0
7,6,0,0,0,0
15,7,42,13,0,0
34,21,0,0,0,0
201,247,17,11,7,0
40,27,0,0,0,0
27,71,0,0,0,0
17,14,0,0,0,0
540,762,13,6,7,0
18,73,5,2,38,10
85,81,5,2,17,0
10,57,6,0,0,0
55,60,12,10,0,0
188,164,0,0,4,0
56,187,0,0,0,0
0,4,0,0,0,0
33,39,2,0,0,0
17,47,11,0,5,0
50,43,28,50,0,0
22,18,1,0,0,0
0,2,10,15,0,0
209,179,2,0,0,0
23,21,0,0,9,0
0,2,0,0,0,0
75,67,1,0,3,0
13,52,0,0,0,0
83,101,1,0,11,2
110,106,0,0,0,0
298,407,6,0,0,0
86,23,0,0,6,0
363,224,10,5,5,0
3,2,0,0,0,0
23,3,0,0,0,0
121,125,3,0,0,0
0,4,9,0,0,0
109,66,1,0,1,0
0,0,0,3,1,0
78,84,5,11,33,31
19,0,2,0,2,0
0,3,1,0,0,0
133,233,6,0,0,0
105,101,0,0,0,0
247,122,4,0,1,0
368,178,16,0,0,0
12,7,1,2,10,6
226,257,97,78,22,3
2,23,0,0,0,0
5,16,8,0,1,0
86,49,0,0,0,0
